,alpha,m,max_matched_dist,num_trajectories
0,0.0,0.5,0.0031565325913096498,12
1,0.0,0.51,0.0031565325913096498,13
2,0.0,0.52,0.0031565325913096498,13
3,0.0,0.53,0.0031565325913096498,14
4,0.0,0.54,0.0031565325913096498,14
5,0.0,0.55,0.004454333333333338,14
6,0.0,0.56,0.004454333333333338,16
7,0.0,0.57,0.004454333333333338,15
8,0.0,0.58,0.004454333333333338,16
9,0.0,0.59,0.004454333333333338,16
10,0.0,0.6,0.004454333333333338,16
11,0.0,0.61,0.004454333333333338,16
12,0.0,0.62,0.004454333333333338,16
13,0.0,0.63,0.004454333333333338,15
14,0.0,0.64,0.004454333333333338,16
15,0.0,0.65,0.004454333333333338,16
16,0.0,0.66,0.004454333333333338,17
17,0.0,0.67,0.004983607807379916,17
18,0.0,0.68,0.004983607807379916,17
19,0.0,0.69,0.004983607807379916,18
20,0.0,0.7,0.004983607807379916,17
21,0.0,0.71,0.00498673622946128,18
22,0.0,0.72,0.00498673622946128,19
23,0.0,0.73,0.00498673622946128,18
24,0.0,0.74,0.00498673622946128,19
25,0.0,0.75,0.00498673622946128,18
26,0.0,0.76,0.00498673622946128,18
27,0.0,0.77,0.006681333333333345,18
28,0.0,0.78,0.006681333333333372,18
29,0.0,0.79,0.006681333333333372,18
30,0.0,0.8,0.006681333333333372,18
31,0.0,0.81,0.006681666666666641,17
32,0.0,0.82,0.006681666666666641,18
33,0.0,0.83,0.006681666666666641,18
34,0.0,0.84,0.008908666666666662,19
35,0.0,0.85,0.008908666666666662,19
36,0.0,0.86,0.008908666666666662,19
37,0.0,0.87,0.008908666666666676,19
38,0.0,0.88,0.008908666666666676,19
39,0.0,0.89,0.009185314486843775,19
40,0.0,0.9,0.009185314486843775,19
41,0.0,0.91,0.009185314486843775,19
42,0.0,0.92,0.009969450324756013,19
43,0.0,0.93,0.009969450324756013,19
44,0.0,0.94,0.009969450324756013,19
45,0.0,0.95,0.009969450324756013,19
46,0.0,0.96,0.024165288075621568,25
47,0.0,0.97,0.024165288075621568,23
48,0.0,0.98,0.024165288075621568,22
49,0.0,0.99,0.11671500970693051,19
50,0.0,1.0,0.11671500970693051,19
51,0.1,0.5,0.009185314486843775,20
52,0.1,0.51,0.009185314486843775,21
53,0.1,0.52,0.009185314486843775,21
54,0.1,0.53,0.009185314486843775,22
55,0.1,0.54,0.009185314486843775,22
56,0.1,0.55,0.009185314486843775,22
57,0.1,0.56,0.009185314486843775,23
58,0.1,0.57,0.009185314486843775,22
59,0.1,0.58,0.009185314486843775,24
60,0.1,0.59,0.009185314486843775,24
61,0.1,0.6,0.009185314486843775,21
62,0.1,0.61,0.009185314486843775,20
63,0.1,0.62,0.009185314486843775,20
64,0.1,0.63,0.009185314486843775,20
65,0.1,0.64,0.009185314486843775,21
66,0.1,0.65,0.009185314486843775,22
67,0.1,0.66,0.009185314486843775,20
68,0.1,0.67,0.009185314486843775,19
69,0.1,0.68,0.009185314486843775,21
70,0.1,0.69,0.009185314486843775,21
71,0.1,0.7,0.009185314486843775,18
72,0.1,0.71,0.008908666666666662,19
73,0.1,0.72,0.008908666666666662,19
74,0.1,0.73,0.008908666666666662,18
75,0.1,0.74,0.008908666666666662,18
76,0.1,0.75,0.00996915244920827,21
77,0.1,0.76,0.00996915244920827,22
78,0.1,0.77,0.00996915244920827,22
79,0.1,0.78,0.00996915244920827,23
80,0.1,0.79,0.00996915244920827,24
81,0.1,0.8,0.00996915244920827,23
82,0.1,0.81,0.00996915244920827,22
83,0.1,0.82,0.00996915244920827,22
84,0.1,0.83,0.00996915244920827,23
85,0.1,0.84,0.00996915244920827,21
86,0.1,0.85,0.00996915244920827,21
87,0.1,0.86,0.00996915244920827,21
88,0.1,0.87,0.00996915244920827,21
89,0.1,0.88,0.00996915244920827,21
90,0.1,0.89,0.009969450324756013,21
91,0.1,0.9,0.009969450324756013,21
92,0.1,0.91,0.011358462263880598,21
