,alpha,m,max_matched_dist,num_trajectories
0,0.0,0.5,0.062386296872710786,46
1,0.0,0.51,0.062386296872710786,48
2,0.0,0.52,0.062386296872710786,48
3,0.0,0.53,0.062386296872710786,50
4,0.0,0.54,0.062386296872710786,50
5,0.0,0.55,0.06623761690036863,49
6,0.0,0.56,0.06623761690036863,49
7,0.0,0.57,0.06623761690036863,49
8,0.0,0.58,0.06623761690036863,49
9,0.0,0.59,0.06623761690036863,45
10,0.0,0.6,0.06623761690036863,45
11,0.0,0.61,0.06623761690036863,43
12,0.0,0.62,0.06623761690036863,43
13,0.0,0.63,0.06623761690036863,37
14,0.0,0.64,0.06623761690036863,37
15,0.0,0.65,0.06623761690036863,36
16,0.0,0.66,0.06623761690036863,36
17,0.0,0.67,0.06623761690036863,36
18,0.0,0.68,0.06623761690036863,36
19,0.0,0.69,0.06623761690036863,36
20,0.0,0.7,0.06623761690036863,36
21,0.0,0.71,0.06623761690036863,36
22,0.0,0.72,0.12088261564774316,38
23,0.0,0.73,0.12088261564774316,39
24,0.0,0.74,0.12088261564774316,39
25,0.0,0.75,0.12088261564774316,39
26,0.0,0.76,0.12088261564774316,39
27,0.0,0.77,0.12088261564774316,41
28,0.0,0.78,0.12088261564774316,42
29,0.0,0.79,0.12088261564774316,42
30,0.0,0.8,0.06623761690036863,44
31,0.0,0.81,0.06623761690036863,44
32,0.0,0.82,0.10394976157861065,44
33,0.0,0.83,0.10394976157861065,43
34,0.0,0.84,0.21390440619575835,43
35,0.0,0.85,0.21390440619575835,43
36,0.0,0.86,0.21390440619575835,40
37,0.0,0.87,0.21390440619575835,41
38,0.0,0.88,0.21390440619575835,41
39,0.0,0.89,0.21390440619575835,41
40,0.0,0.9,0.21390440619575835,41
41,0.0,0.91,0.21390440619575835,42
42,0.0,0.92,0.21390440619575835,41
43,0.0,0.93,0.21390440619575835,40
44,0.0,0.94,0.21390440619575835,39
45,0.0,0.95,0.21390440619575835,38
46,0.0,0.96,0.2187873865988622,36
47,0.0,0.97,0.2187873865988622,36
48,0.0,0.98,0.2187873865988622,40
49,0.0,0.99,0.2187873865988622,37
50,0.0,1.0,0.2187873865988622,37
51,0.1,0.5,0.062386296872710786,44
52,0.1,0.51,0.062386296872710786,44
53,0.1,0.52,0.062386296872710786,43
54,0.1,0.53,0.06623761690036863,42
55,0.1,0.54,0.06623761690036863,42
56,0.1,0.55,0.06623761690036863,45
57,0.1,0.56,0.06623761690036863,45
58,0.1,0.57,0.06623761690036863,44
59,0.1,0.58,0.06623761690036863,44
