,alpha,m,max_matched_dist,num_trajectories
0,0.0,0.5,0.029587592376986546,27
1,0.0,0.51,0.04510607110560475,29
2,0.0,0.52,0.04510607110560475,29
3,0.0,0.53,0.04510607110560475,30
4,0.0,0.54,0.04510607110560475,32
5,0.0,0.55,0.04510607110560475,32
6,0.0,0.56,0.04510607110560475,32
7,0.0,0.57,0.04510607110560475,32
8,0.0,0.58,0.04510607110560475,33
9,0.0,0.59,0.04510607110560475,34
10,0.0,0.6,0.04510607110560475,34
11,0.0,0.61,0.04510607110560475,33
12,0.0,0.62,0.04510607110560475,34
13,0.0,0.63,0.04510607110560475,34
14,0.0,0.64,0.04510607110560475,36
15,0.0,0.65,0.05676162666666673,38
16,0.0,0.66,0.05676162666666673,39
17,0.0,0.67,0.05676162666666673,39
18,0.0,0.68,0.05676162666666673,39
19,0.0,0.69,0.05676162666666673,38
20,0.0,0.7,0.05676162666666673,38
21,0.0,0.71,0.05676162666666673,38
22,0.0,0.72,0.05676162666666673,38
23,0.0,0.73,0.05676162666666673,39
24,0.0,0.74,0.05676162666666673,38
25,0.0,0.75,0.05676162666666673,38
26,0.0,0.76,0.05676162666666673,40
27,0.0,0.77,0.08779854039727661,43
28,0.0,0.78,0.08779854039727661,43
29,0.0,0.79,0.08779854039727661,43
30,0.0,0.8,0.08779854039727661,43
31,0.0,0.81,0.08779854039727661,44
32,0.0,0.82,0.0942286923498132,46
33,0.0,0.83,0.0942286923498132,47
34,0.0,0.84,0.09422916864281908,47
35,0.0,0.85,0.09422916864281908,46
36,0.0,0.86,0.09422916864281908,45
37,0.0,0.87,0.09422916864281908,43
38,0.0,0.88,0.11058370238298235,43
39,0.0,0.89,0.11058370238298235,42
40,0.0,0.9,0.11058370238298235,41
41,0.0,0.91,0.5566277036803415,38
42,0.0,0.92,0.13647218846120268,38
43,0.0,0.93,0.6227252108795934,40
44,0.0,0.94,0.6227252108795934,40
45,0.0,0.95,0.6227252108795934,40
46,0.0,0.96,0.6227252108795934,37
47,0.0,0.97,0.6227611881766901,37
48,0.0,0.98,0.6227611881766901,37
49,0.0,0.99,0.6227611881766901,31
50,0.0,1.0,0.6227611881766901,31
51,0.1,0.5,0.048413341666666665,35
52,0.1,0.51,0.04964976841833896,35
53,0.1,0.52,0.04964976841833896,34
54,0.1,0.53,0.07011667999999993,34
55,0.1,0.54,0.07011667999999993,35
56,0.1,0.55,0.07011667999999993,33
57,0.1,0.56,0.07011667999999993,33
58,0.1,0.57,0.07011667999999993,33
59,0.1,0.58,0.07011667999999993,33
60,0.1,0.59,0.07011667999999993,35
61,0.1,0.6,0.07011667999999993,34
62,0.1,0.61,0.07011667999999993,35
63,0.1,0.62,0.07011667999999993,36
64,0.1,0.63,0.07011667999999993,36
65,0.1,0.64,0.07011667999999993,37
66,0.1,0.65,0.07011667999999993,36
67,0.1,0.66,0.07011667999999993,36
68,0.1,0.67,0.07011667999999993,34
69,0.1,0.68,0.07011667999999993,34
70,0.1,0.69,0.07011667999999993,34
71,0.1,0.7,0.07011667999999993,34
72,0.1,0.71,0.07011667999999993,34
73,0.1,0.72,0.07011667999999993,36
74,0.1,0.73,0.07083184486820505,35
75,0.1,0.74,0.07083184486820505,35
76,0.1,0.75,0.07083184486820505,35
77,0.1,0.76,0.07083184486820505,34
78,0.1,0.77,0.07083193865864712,34
79,0.1,0.78,0.07083193865864712,34
80,0.1,0.79,0.07083193865864712,34
81,0.1,0.8,0.10535228886193534,34
82,0.1,0.81,0.0942286923498132,33
83,0.1,0.82,0.0942286923498132,32
84,0.1,0.83,0.10535228886193534,32
85,0.1,0.84,0.0942286923498132,32
86,0.1,0.85,0.09422916864281908,32
87,0.1,0.86,0.09422916864281908,33
88,0.1,0.87,0.11293809598039954,32
89,0.1,0.88,0.11293809598039954,31
90,0.1,0.89,0.11293809598039954,32
91,0.1,0.9,0.11293809598039954,32
92,0.1,0.91,0.5566277036803415,31
93,0.1,0.92,0.5566277036803415,32
94,0.1,0.93,0.5566277036803415,29
95,0.1,0.94,0.5572536618382304,30
96,0.1,0.95,0.5572536618382304,31
97,0.1,0.96,0.6027855118318716,29
98,0.1,0.97,0.6027855118318716,28
99,0.1,0.98,0.6027855118318716,28
100,0.1,0.99,0.6227611881766901,30
101,0.1,1.0,0.6386076121905156,28
102,0.2,0.5,0.048413341666666665,34
103,0.2,0.51,0.07011667999999993,34
104,0.2,0.52,0.07011667999999993,33
105,0.2,0.53,0.07011667999999993,32
106,0.2,0.54,0.07011667999999993,35
107,0.2,0.55,0.07011667999999993,34
108,0.2,0.56,0.07011667999999993,35
109,0.2,0.57,0.07011667999999993,36
110,0.2,0.58,0.07011667999999993,36
111,0.2,0.59,0.07011667999999993,37
112,0.2,0.6,0.07011667999999993,37
113,0.2,0.61,0.07011667999999993,38
114,0.2,0.62,0.07011667999999993,38
115,0.2,0.63,0.07011667999999993,37
116,0.2,0.64,0.07011667999999993,38
117,0.2,0.65,0.07011667999999993,36
118,0.2,0.66,0.07011667999999993,37
119,0.2,0.67,0.07011667999999993,36
120,0.2,0.68,0.07011667999999993,35
121,0.2,0.69,0.07011667999999993,36
122,0.2,0.7,0.07011667999999993,35
123,0.2,0.71,0.07011667999999993,34
124,0.2,0.72,0.07083184486820505,33
125,0.2,0.73,0.07083184486820505,31
126,0.2,0.74,0.07083184486820505,33
127,0.2,0.75,0.07083184486820505,33
128,0.2,0.76,0.07083184486820505,34
129,0.2,0.77,0.07083193865864712,34
130,0.2,0.78,0.07083193865864712,34
131,0.2,0.79,0.07083193865864712,31
132,0.2,0.8,0.07083193865864712,31
133,0.2,0.81,0.1053518770714514,31
134,0.2,0.82,0.07083193865864712,30
135,0.2,0.83,0.0942286923498132,32
136,0.2,0.84,0.09584240719249523,29
137,0.2,0.85,0.09584240719249523,30
138,0.2,0.86,0.09584240719249523,30
139,0.2,0.87,0.11293809598039954,31
140,0.2,0.88,0.11293809598039954,31
141,0.2,0.89,0.5566277036803415,31
142,0.2,0.9,0.5566277036803415,31
143,0.2,0.91,0.5566277036803415,31
144,0.2,0.92,0.5566277036803415,31
145,0.2,0.93,0.5566277036803415,31
146,0.2,0.94,0.5572536618382304,32
147,0.2,0.95,0.5572536618382304,31
148,0.2,0.96,0.6027855118318716,29
149,0.2,0.97,0.6027855118318716,28
150,0.2,0.98,0.6027855118318716,27
151,0.2,0.99,0.6086750584072209,27
152,0.2,1.0,0.6386076121905156,27
153,0.30000000000000004,0.5,0.05033429442581337,31
154,0.30000000000000004,0.51,0.05033429442581337,33
155,0.30000000000000004,0.52,0.07011667999999993,32
156,0.30000000000000004,0.53,0.07011667999999993,35
157,0.30000000000000004,0.54,0.07011667999999993,35
158,0.30000000000000004,0.55,0.07011667999999993,35
159,0.30000000000000004,0.56,0.07011667999999993,35
160,0.30000000000000004,0.57,0.07011667999999993,33
161,0.30000000000000004,0.58,0.07011667999999993,35
162,0.30000000000000004,0.59,0.07011667999999993,35
163,0.30000000000000004,0.6,0.07011667999999993,33
164,0.30000000000000004,0.61,0.07011667999999993,34
165,0.30000000000000004,0.62,0.07011667999999993,34
166,0.30000000000000004,0.63,0.07011667999999993,32
167,0.30000000000000004,0.64,0.07011667999999993,32
168,0.30000000000000004,0.65,0.07011667999999993,33
169,0.30000000000000004,0.66,0.07011667999999993,34
170,0.30000000000000004,0.67,0.07011667999999993,33
171,0.30000000000000004,0.68,0.07011667999999993,34
172,0.30000000000000004,0.69,0.07011667999999993,33
173,0.30000000000000004,0.7,0.07011667999999993,34
174,0.30000000000000004,0.71,0.07011667999999993,35
175,0.30000000000000004,0.72,0.07083184486820505,34
176,0.30000000000000004,0.73,0.07083184486820505,33
177,0.30000000000000004,0.74,0.07083184486820505,32
178,0.30000000000000004,0.75,0.07083184486820505,31
179,0.30000000000000004,0.76,0.07083184486820505,34
180,0.30000000000000004,0.77,0.07083193865864712,34
181,0.30000000000000004,0.78,0.07083193865864712,34
182,0.30000000000000004,0.79,0.08779854039727661,32
183,0.30000000000000004,0.8,0.08779936631747713,32
184,0.30000000000000004,0.81,0.08779936631747713,33
185,0.30000000000000004,0.82,0.09584240719249523,32
186,0.30000000000000004,0.83,0.09584240719249523,33
187,0.30000000000000004,0.84,0.09584240719249523,33
188,0.30000000000000004,0.85,0.09584240719249523,34
189,0.30000000000000004,0.86,0.09584240719249523,35
190,0.30000000000000004,0.87,0.09584240719249523,35
191,0.30000000000000004,0.88,0.09584240719249523,34
192,0.30000000000000004,0.89,0.5566277036803415,31
193,0.30000000000000004,0.9,0.5566277036803415,30
194,0.30000000000000004,0.91,0.5566277036803415,32
195,0.30000000000000004,0.92,0.5566277036803415,32
196,0.30000000000000004,0.93,0.5566277036803415,32
197,0.30000000000000004,0.94,0.5566277036803415,32
198,0.30000000000000004,0.95,0.6227252108795934,32
199,0.30000000000000004,0.96,0.6227252108795934,32
200,0.30000000000000004,0.97,0.6227252108795934,31
201,0.30000000000000004,0.98,0.6053775082617872,28
202,0.30000000000000004,0.99,0.6053775082617872,28
203,0.30000000000000004,1.0,0.6547313615768391,27
204,0.4,0.5,0.05676162666666673,26
205,0.4,0.51,0.05676162666666673,30
206,0.4,0.52,0.0685285046552418,31
207,0.4,0.53,0.0685285046552418,33
208,0.4,0.54,0.07011667999999993,35
209,0.4,0.55,0.07011667999999993,37
210,0.4,0.56,0.07011667999999993,36
211,0.4,0.57,0.07011667999999993,35
212,0.4,0.58,0.07011667999999993,35
213,0.4,0.59,0.07011667999999993,34
214,0.4,0.6,0.07011667999999993,36
