,alpha,num_trajectories,max_matched_dist
0,0.0,24,0.009969152449208282
1,0.1,24,0.009969152449208282
2,0.2,24,0.009969152449208282
3,0.30000000000000004,25,0.004984651029800286
4,0.4,24,0.009969152449208282
5,0.5,25,0.004984651029800286
6,0.6000000000000001,24,0.009969152449208282
7,0.7000000000000001,25,0.004984651029800286
8,0.8,24,0.009969152449208282
9,0.9,23,0.05025823790738746
10,1.0,25,0.17020852750082766
